"COUNTRY","Country","ISC11A","ISCED 2011 A education level","SEX","Gender","AGE","Age","FIELD","Field","MEASURE","Measure","INDICATOR","INDICATOR","YEAR","Reference year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,0.18138452,,
"IRL","Ireland","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,0.19599007,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2005","2005",,,"0","Units",,,0.48140749,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2006","2006",,,"0","Units",,,0.45481563,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2007","2007",,,"0","Units",,,0.42547184,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2008","2008",,,"0","Units",,,0.43591085,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2009","2009",,,"0","Units",,,0.46666664,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2010","2010",,,"0","Units",,,0.46146554,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2011","2011",,,"0","Units",,,0.44567731,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2012","2012",,,"0","Units",,,0.41567108,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,0.41527659,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,0.41511661,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,0.41968882,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,0.42243594,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,0.39441338,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,0.39000452,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,0.38973984,,
"EST","Estonia","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,0.38307038,,
"NLD","Netherlands","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,0.09529494,,
"NLD","Netherlands","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,0.0969867,,
"NLD","Netherlands","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,0.10371706,,
"FIN","Finland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,0.16971722,,
"FIN","Finland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,0.30441225,,
"FIN","Finland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,0.19131586,,
"FIN","Finland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,0.19510986,,
"FIN","Finland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,0.19835258,,
"FIN","Finland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,0.20192108,,
"FIN","Finland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,0.20734556,,
"DEU","Germany","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,0.08110693,,
"DEU","Germany","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,0.08086578,,
"DEU","Germany","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,0.0780573,,
"DEU","Germany","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,0.0770693,,
"DEU","Germany","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,0.07761759,,
"DEU","Germany","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,0.07775,,
"DEU","Germany","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,0.08543364,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2005","2005",,,"0","Units",,,0.12876773,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2006","2006",,,"0","Units",,,0.13157837,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2007","2007",,,"0","Units",,,0.13078517,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2008","2008",,,"0","Units",,,0.13499399,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2009","2009",,,"0","Units",,,0.13894796,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2010","2010",,,"0","Units",,,0.14174764,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2011","2011",,,"0","Units",,,0.14221543,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2012","2012",,,"0","Units",,,0.14287528,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,0.14422137,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,0.14629012,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,0.14866741,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,0.1479141,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,0.14792728,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,0.15005822,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,0.1508747,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,0.15101364,,
"IRL","Ireland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,0.12937096,,
"IRL","Ireland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,0.26964638,,
"IRL","Ireland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,0.14076899,,
"IRL","Ireland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2018","2018",,,"0","Units",,,0.14296556,,
"IRL","Ireland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2019","2019",,,"0","Units",,,0.1394327,,
"IRL","Ireland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2020","2020",,,"0","Units",,,0.14419855,,
"DNK","Denmark","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2008","2008",,,"0","Units",,,0.20141982,,
"DNK","Denmark","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2009","2009",,,"0","Units",,,0.20289952,,
"DNK","Denmark","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2010","2010",,,"0","Units",,,0.21102843,,
"DNK","Denmark","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2011","2011",,,"0","Units",,,0.21644676,,
"DNK","Denmark","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2012","2012",,,"0","Units",,,0.21652545,,
"DNK","Denmark","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2013","2013",,,"0","Units",,,0.21766448,,
"DNK","Denmark","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2014","2014",,,"0","Units",,,0.21418683,,
"DNK","Denmark","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2015","2015",,,"0","Units",,,0.21548449,,
"DNK","Denmark","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2016","2016",,,"0","Units",,,0.22669679,,
"DNK","Denmark","L3T4","Upper secondary or post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","2017","2017",,,"0","Units",,,0.22334254,,
